route_num,route_length,route_estimated_time(hrs),highway,avoid_highway,urban,oneway,both_ways,limited_access,not_paved,ramp,manoeuvre,roundabout,one_lane,multiple_lanes,traffic_lights,railway_crossing,no_overtaking,traffic_signs,stop_signs,school_zone,icy_road,crosswalk,animal_crossing,lane_merge_right,lane_merge_left,falling_rocks,hills,tunnel,bridge,road_roughness_good,road_roughness_fair,road_roughness_poor,speed_bump,toll_station,lane_marker_long_dashed,lane_marker_short_dashed,lane_marker_double_dashed,lane_marker_double_solid,lane_marker_single_solid,lane_marker_inner_solid_outter_dashed,lane_marker_inner_dashed_outter_solid,lane_marker_no_divider,lane_marker_physical_divider,hov_lane,reversible_lane,express_lane,slow_lane,auxiliary_lane,shoulder_lane,passing_lane,turn_lane,parking_lane,center_turn_lane,parking_lot,functional_class_1,functional_class_2,functional_class_3,functional_class_4,functional_class_5,functional_class_1_time,functional_class_2_time,functional_class_3_time,functional_class_4_time,functional_class_5_time
0,113.21660999999986,1.9491795027811212,53.13217000000013,60.08444,99.73553000000005,36.53722000000001,76.67939000000015,11.153700000000002,0,4,0,0,33.82774000000002,79.38887000000007,187,2,114,112,22,17,11,15,2,19,1,0,0,2,6,40.64662999999999,55.21486000000003,7.555339999999995,0,0,57.37480000000013,1.3992799999999999,0,0,7.602179999999996,0.10812,5.367069999999999,1.2896999999999998,0,0,0,0,0,0.35676,0,0,5.453109999999998,2.9754699999999987,3.220240000000001,0,11.253160000000003,4.17026,37.708750000000016,47.149009999999976,12.935430000000002,0.10143256449283561,0.07223929799925552,0.6856845002829903,0.8783249669558265,0.35746773666526294
1,108.41262999999974,1.7361599973100732,64.16476,44.247870000000006,100.8689499999998,49.30854000000003,59.10409,5.76282,0,2,1,0,25.801489999999987,82.61113999999992,203,3,79,90,9,11,10,18,2,17,2,0,0,0,11,36.62712,54.31837000000006,8.044789999999995,0,0,55.31772000000002,0.37801,0,0,6.995880000000004,0.04667,5.727059999999997,0.9176,0,0,0,0,0,0,0,0,5.538720000000002,1.9838100000000007,4.686899999999999,0,4.25373,17.359839999999984,42.55119000000001,35.071080000000016,9.176789999999999,0.055495123297824654,0.2039656778558574,0.7272421945385127,0.6523478275159068,0.2227867215213796
