LAT,LON,Link_length,Avg_speed,Speed_limit,Time(hrs),Accum_len,Accum_time(hrs),highway,avoid_highway,urban,oneway,both_ways,limited_access,not_paved,ramp,manoeuvre,roundabout,one_lane,multiple_lanes,traffic_lights,railway_crossing,no_overtaking,traffic_signs,stop_signs,school_zone,icy_road,crosswalk,animal_crossing,lane_merge_right,lane_merge_left,falling_rocks,hills,tunnel,bridge,road_roughness_good,road_roughness_fair,road_roughness_poor,speed_bump,toll_station,lane_marker_long_dashed,lane_marker_short_dashed,lane_marker_double_dashed,lane_marker_double_solid,lane_marker_single_solid,lane_marker_inner_solid_outter_dashed,lane_marker_inner_dashed_outter_solid,lane_marker_no_divider,lane_marker_physical_divider,hov_lane,reversible_lane,express_lane,slow_lane,auxiliary_lane,shoulder_lane,passing_lane,turn_lane,parking_lane,center_turn_lane,parking_lot,functional_class_1,functional_class_2,functional_class_3,functional_class_4,functional_class_5
42.60305,-83.05121,28.89,80.0,80,0.000361125,25.967620000000014,0.3624224814370589,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.60243,-83.05117,68.95,78.0,80,0.000861875,26.036570000000015,0.3632843564370589,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.60229,-83.05116,15.57,77.0,80,0.000194625,26.052140000000016,0.3634789814370589,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.60201,-83.05114,31.15,75.0,80,0.000389375,26.083290000000016,0.36386835643705895,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.60148,-83.05111,58.93,72.0,80,0.0007366250000000001,26.142220000000016,0.36460498143705894,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.60119,-83.0511,32.22,68.0,80,0.00040275,26.174440000000015,0.36500773143705895,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.59958,-83.05104,178.91,48.0,80,0.002236375,26.353350000000013,0.36724410643705896,Not present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present
42.59905,-83.05101,58.93,64.0,80,0.0007366250000000001,26.412280000000013,0.36798073143705895,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59686,-83.05089,243.47,72.0,80,0.003043375,26.655750000000012,0.37102410643705896,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59651,-83.05088,38.89,75.0,80,0.000486125,26.69464000000001,0.37151023143705897,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59615,-83.05086,40.02,76.0,80,0.00050025,26.73466000000001,0.37201048143705895,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59566,-83.05084,54.46,77.0,80,0.00068075,26.789120000000008,0.37269123143705896,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59522,-83.05082,48.91,77.0,80,0.0006113749999999999,26.838030000000007,0.373302606437059,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59504,-83.05082,20.0,78.0,80,0.00025,26.858030000000007,0.37355260643705895,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59485,-83.05081,21.12,78.0,80,0.000264,26.879150000000006,0.37381660643705894,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59473,-83.05081,13.33,79.0,80,0.000166625,26.892480000000006,0.3739832314370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59427,-83.05079,51.12,77.0,80,0.000639,26.943600000000007,0.3746222314370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59365,-83.05075,68.95,79.0,80,0.000861875,27.012550000000008,0.37548410643705893,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59356,-83.05074,10.03,80.0,80,0.000125375,27.02258000000001,0.3756094814370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59325,-83.05073,34.45,80.0,80,0.000430625,27.057030000000008,0.37604010643705893,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59303,-83.05072,24.45,80.0,80,0.000305625,27.08148000000001,0.3763457314370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.5929,-83.05071,14.46,80.0,80,0.00018075,27.09594000000001,0.3765264814370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59221,-83.05068,76.69,80.0,80,0.000958625,27.17263000000001,0.3774851064370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59178,-83.05066,47.79,80.0,80,0.000597375,27.220420000000008,0.3780824814370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59147,-83.05064,34.47,80.0,80,0.000430875,27.254890000000007,0.3785133564370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59105,-83.05061,46.72,80.0,80,0.000584,27.301610000000007,0.3790973564370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59068,-83.05059,41.13,80.0,80,0.000514125,27.342740000000006,0.37961148143705886,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.59043,-83.05058,27.78,80.0,80,0.00034725,27.370520000000006,0.3799587314370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58994,-83.05055,54.49,80.0,80,0.0006811250000000001,27.425010000000007,0.3806398564370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58985,-83.05055,10.0,80.0,80,0.000125,27.43501000000001,0.3807648564370589,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58914,-83.05051,78.94,80.0,80,0.00098675,27.51395000000001,0.38175160643705885,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58881,-83.05049,36.69,80.0,80,0.000458625,27.55064000000001,0.38221023143705884,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58851,-83.05048,33.34,80.0,80,0.00041675,27.583980000000007,0.38262698143705887,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58815,-83.05046,40.02,80.0,80,0.00050025,27.624000000000006,0.38312723143705885,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58794,-83.05045,23.34,80.0,80,0.00029175,27.647340000000007,0.3834189814370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58733,-83.0504,67.88,80.0,80,0.0008485,27.715220000000006,0.3842674814370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58713,-83.0504,22.22,80.0,80,0.00027775,27.737440000000007,0.3845452314370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58688,-83.05039,27.78,80.0,80,0.00034725,27.765220000000006,0.38489248143705884,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58658,-83.05038,33.34,80.0,80,0.00041675,27.798560000000005,0.38530923143705886,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.5862,-83.05037,42.22,80.0,80,0.00052775,27.840780000000006,0.38583698143705886,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58452,-83.05031,186.68,80.0,80,0.0023335,28.027460000000005,0.38817048143705885,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58414,-83.0503,42.22,78.0,80,0.00052775,28.069680000000005,0.38869823143705884,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58388,-83.05029,28.89,76.0,80,0.000361125,28.098570000000006,0.38905935643705886,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58367,-83.05028,23.34,76.0,80,0.00029175,28.121910000000007,0.38935110643705884,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.5834,-83.05028,29.99,72.0,80,0.000374875,28.15190000000001,0.38972598143705883,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58286,-83.05025,60.04,69.0,80,0.0007505000000000001,28.21194000000001,0.3904764814370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58268,-83.05024,20.01,65.0,80,0.000250125,28.23195000000001,0.3907266064370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58224,-83.05023,48.88,55.0,80,0.0006110000000000001,28.28083000000001,0.3913376064370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.582,-83.05022,26.67,51.0,80,0.000333375,28.307500000000008,0.3916709814370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58164,-83.05021,40.0,60.0,80,0.0005,28.347500000000007,0.3921709814370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
42.58148,-83.05021,17.77,64.0,80,0.00022212500000000002,28.365270000000006,0.3923931064370588,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present
