route_num,route_length,route_estimated_time(hrs),highway,avoid_highway,urban,oneway,both_ways,limited_access,not_paved,ramp,manoeuvre,roundabout,one_lane,multiple_lanes,traffic_lights,railway_crossing,no_overtaking,traffic_signs,stop_signs,school_zone,icy_road,crosswalk,animal_crossing,lane_merge_right,lane_merge_left,falling_rocks,hills,tunnel,bridge,road_roughness_good,road_roughness_fair,road_roughness_poor,speed_bump,toll_station,lane_marker_long_dashed,lane_marker_short_dashed,lane_marker_double_dashed,lane_marker_double_solid,lane_marker_single_solid,lane_marker_inner_solid_outter_dashed,lane_marker_inner_dashed_outter_solid,lane_marker_no_divider,lane_marker_physical_divider,hov_lane,reversible_lane,express_lane,slow_lane,auxiliary_lane,shoulder_lane,passing_lane,turn_lane,parking_lane,center_turn_lane,parking_lot,functional_class_1,functional_class_2,functional_class_3,functional_class_4,functional_class_5,functional_class_1_time,functional_class_2_time,functional_class_3_time,functional_class_4_time,functional_class_5_time
0,211.07400999999987,3.297799400646721,108.52074999999995,102.55325999999994,130.9684699999999,63.27165999999998,147.80235000000008,34.25710000000001,0,8,2,1,90.67116,120.40284999999997,254,6,355,250,36,17,23,27,10,30,7,0,0,2,7,84.65909999999977,88.72295000000014,8.457049999999997,1,4,79.15528999999997,3.789940000000001,0,0,11.870539999999997,0.19602,16.272769999999998,2.5762,0,0,0,0,0,0.35676,0,0,10.025690000000004,2.9754699999999987,7.940690000000009,0,9.076109999999998,28.71458,70.73005999999994,77.79904999999995,24.754210000000004,0.08216663528929583,0.2739490854009243,1.1950642791049162,1.3368111205106146,0.6688161688407604
1,196.87354000000033,3.0149388370330836,100.6190200000001,96.25451999999977,142.76480999999987,61.58197000000001,135.29157000000004,16.998520000000003,0,4,1,1,81.57025999999995,115.3032800000001,279,7,521,263,21,18,15,30,9,40,4,0,0,0,14,69.93194999999994,97.9389400000001,11.81609,0,0,64.99586000000002,1.16753,0,0,13.710909999999982,0.07301,10.846180000000002,2.41126,0,0,0,0,0,0,0,0,8.555849999999996,1.9838100000000007,6.71192,0,0,28.32260999999998,72.2964100000001,84.18935999999995,12.065160000000008,0,0.30299406162512404,1.1867577755303498,1.4527954296076047,0.31219494383603763
